PScore_6052,Weight_6052,MatchId,Id,锘縄D,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
0.611914667,1,1911,2174,2174,,1,9503,2015/11/25 19:26,2015/11/25 19:26,0,2,2,21,4,11,1,0,
0.611914667,1,2177,2175,2175,,1,9503,2015/11/25 19:26,2015/11/25 19:26,0,2,2,21,4,11,1,1,
0.611914667,1,1912,2176,2176,,1,9503,2015/11/25 19:26,2015/11/25 19:26,0,2,2,21,4,11,1,0,
0.611914667,1,2175,2177,2177,,1,9503,2015/11/25 19:26,2015/11/25 19:26,0,2,2,21,4,11,1,0,
0.584531126,1,2179,2178,2178,,1,9507,2015/11/25 14:58,2015/11/25 15:13,0,2,1,36,4,10,1,0,
0.584531126,1,2178,2179,2179,,1,9507,2015/11/25 14:58,2015/11/25 15:13,0,2,1,36,4,10,1,1,
0.60381883,0,,2180,2180,,1,9512,2015/11/26 11:16,2015/11/26 11:49,0,2,1,2,6,8,1,0,
0.558030245,1,2276,2181,2181,,6,9515,2015/10/23 16:39,2015/10/25 15:02,46,2,113,15462,5,7,6,1,
0.471514716,1,13905,2182,2182,,1,9525,2015/11/25 11:24,2015/11/25 14:25,3,2,1,9,4,6,1,0,
0.317907697,1,12590,2183,2183,,1,9530,2015/11/24 15:42,2015/11/26 11:49,44,2,1,4,2,3,1,0,
0.354535661,1,2041,2184,2184,,2,9531,2015/11/26 10:42,2015/11/26 10:45,0,2,3,27,3,3,2,0,
0.531191213,1,2186,2185,2185,,4,9533,2015/8/2 6:40,2015/11/13 15:53,2481,2,7,66,3,9,6,1,
0.531191213,1,2185,2186,2186,,4,9533,2015/8/2 6:40,2015/11/13 15:53,2481,2,7,66,3,9,6,0,
0.531191213,1,2358,2187,2187,,4,9533,2015/8/2 6:40,2015/11/13 15:53,2481,2,7,66,3,9,6,1,
0.363957396,1,2425,2188,2188,,1,9533,2015/8/2 6:40,2015/11/9 13:53,2383,2,7,70,3,3,6,1,
0.411315816,1,2434,2189,2189,,3,9534,2015/11/25 15:33,2015/11/25 15:33,0,2,21,669,3,5,3,1,
0.405691434,1,15954,2190,2190,,1,9540,2015/11/25 21:06,2015/11/25 21:49,0,2,1,5,3,5,1,1,
0.295875485,1,15989,2191,2191,,2,9541,2015/11/8 12:23,2015/11/24 10:58,382,2,2,29,2,2,2,1,
0.46657941,1,841,2192,2192,,1,9559,2015/11/22 16:42,2015/11/22 16:42,0,2,1,5,3,7,3,1,
0.46657941,1,870,2193,2193,,1,9559,2015/11/22 16:42,2015/11/22 16:42,0,2,1,5,3,7,3,1,
0.345409201,1,12771,2194,2194,,1,9566,2015/11/24 10:19,2015/11/24 10:21,0,2,2,45,2,4,2,0,
0.415537145,1,900,2195,2195,,4,9572,2015/11/22 6:04,2015/11/23 14:27,32,2,3,41,3,5,5,1,
0.415537145,1,905,2196,2196,,4,9572,2015/11/22 6:04,2015/11/23 14:27,32,2,3,41,3,5,5,1,
0.398542318,1,963,2197,2197,,1,9584,2015/11/20 15:39,2015/11/20 15:51,0,2,2,63,2,6,2,1,
0.398542318,1,1085,2198,2198,,1,9584,2015/11/20 15:39,2015/11/20 15:51,0,2,2,63,2,6,2,1,
